document_No,dominant_Topic,topic_Perc_Contrib,keywords,text,id_news,country,media_outlet,url,title,date,San_Pablo,San_Juan_de_la_Costa,Río_Negro,Quinchao,Quemchi,Quellón,Queilén,Puyehue,Purranque,Puqueldón,Puerto_Varas,Puerto_Octay,Puerto_Montt,Palena,Osorno,Maullín,Los_Muermos,Llanquihue,Hualaihué,Futaleufú,Frutillar,Fresia,Dalcahue,Curaco_de_Vélez,Cochamó,Chonchi,Chaitén,Castro,Calbuco,Ancud
10,4,0.9332,"personas, años, año, comuna, parte, proceso, enero, comunidad, actividades, través","Tras tres días de apoyo la ronda médica por Islas Desertores en el Archipiélago de Chiloé, Región de Los Lagos, culminó con cerca de 470 prestaciones médicas en beneficio de los habitantes del área.  Al respecto el Comandante del “Videla” Capitán de Fragata Carlos Pino comentó que especialidades médicas tales como dermatología, ginecología, cardiología, radiología, pediatría y traumatología totalizando 466 atenciones médicas para los pobladores de Islas Talcán, Chulín, Chuít y Ahulliñi.    El Oficial de la Quinta Zona Naval indicó que la Armada mantiene un apoyo permanente a las comunidades insulares de la Región de Los Lagos y Aysén, contribuyendo a dar mejores condiciones de bienestar a sus habitantes, aportando con esto al desarrollo nacional y a la acción del Estado en lugares tan recónditos de nuestra geografía nacional.   A su habitual apoyo a las rondas médicas por el Archipiélago de Chiloé el “Videla” además cumple con tareas de Patrullaje, Vigilancia y control de aguas jurisdiccionales; Apoyo logístico a Unidades de tarea y zonas aisladas; Mantenimiento a la señalización marítima, y Control y combate de la contaminación.  ",21908081.0,chile,radiosago,https://www.radiosago.cl/con-casi-500-atenciones-medicas-culmino-ronda-del-cirujano-videla/,Con casi 500 atenciones médicas culminó ronda del buque “Cirujano Videla”,2022-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,0.6588,"vecinos, familias, beneficios, programa, trabajo, través, millones, personas, empresas, municipio","La empresa sanitaria informó que a la fecha el Plan de Reparación que aprobó el Tribunal Ambiental en febrero del 2020, presenta un avance del 57 por ciento que, sumada a las acciones complementarias que ha realizado, implican la disminución de la activación de los aliviaderos en 90 por ciento, tanto en cantidad de eventos como de volumen. Pese a los avances expuestos por la empresa, el alcalde de Puerto Varas, Tomás Gárate, mostró su preocupación por la persistencia de los niveles de contaminación. El jefe comunal reconoció el cumplimiento del Plan de Reparación que expuso la gerencia de ESSAL, a la vez que subrayó la importancia de asumir otros múltiples factores que inciden en la contaminación que afecta al Lago Llanquihue. A raíz de eso el alcalde Tomás Gárate propuso establecer una instancia de coordinación de actores públicos, privados y de la academia para avanzar en ejes complementarios al Plan de Reparación. En esa línea el gerente general de ESSAL Sebastián Febres, reafirmó la disposición de la empresa para integrar las instancias que el municipio determine para la defensa del Lago Llanquihue.",21908084.0,chile,radiosago,https://www.radiosago.cl/essal-presento-avance-del-plan-de-reparacion-del-dano-ambiental-al-lago-llanquihue/,ESSAL presentó avance del Plan de Reparación del Daño Ambiental al Lago Llanquihue,2022-01-22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,4,0.8385,"personas, años, año, comuna, parte, proceso, enero, comunidad, actividades, través","Una persona murió producto de un accidente ocurrido en isla Quehui donde dos personas más quedaron heridas, luego que una embarcación que estaba siendo reparada, se volcara, provocando la tragedia. De inmediato se activaron los llamados a las unidades de emergencia, tal como lo indicó el capitán de Puerto de Castro, Claudio Zúñiga Vásquez. Los hechos, habrían ocurrido en una faena de mantenimiento de la lancha a motor “Mejillonero Uno”. Por esta razón, se registró una persona fallecida y dos heridos, así lo señaló el oficial de la Armada.  El fiscal de Castro Luis Barría dispuso la concurrencia de una patrulla de Policía Marítima y la PDI para realizar el levantamiento del cuerpo de la persona fallecida.  El accidente tuvo lugar en el sector Camahue, de isla Quehui, de momento las diligencias investigativas están a cargo de la PDI.",21908130.0,chile,radiosago,https://www.radiosago.cl/un-fallecido-y-dos-lesionados-dejo-volcamiento-de-embarcacion-en-chiloe/,Un fallecido y dos lesionados dejo volcamiento de embarcación en Chiloé,2022-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13,1,0.6446,"vecinos, familias, beneficios, programa, trabajo, través, millones, personas, empresas, municipio","El seremi de Bienes Nacionales, Jorge Moreno; junto a su equipo de fiscalizadores, la Armada y funcionarios del municipio de Puerto Varas, llegaron hasta Ensenada con el objeto de analizar las ocupaciones ilegales de terrenos de playa que están realizando vecinos del sector mediante el desplazamiento de sus cercos hacia el Lago Llanquihue, abarcando más superficie de aquella que por Títulos de Dominio les corresponde. El seremi de Bienes Nacionales señaló que comprobaron en terrenos las denuncias realizadas por parte de vecinos también del sector por lo que iniciarán un procedimiento para que se respete la propiedad fiscal.  La autoridad regional de la cartera añadió que están citando a los vecinos que han corrido sus cercos a que muestren sus títulos de dominio en un plazo de 15 días, para que nosotros puedan adoptar las medidas legales para resguardar el interés fiscal que en este caso corresponde a la playa, que es un bien nacional de uso público de todos los chilenos. En tanto, Julián Mingo, director de Secplan de Municipalidad de Puerto Varas, indicó que para el municipio estar presente en la fiscalización es de suma importancia.  Además señaló que este es el primer paso para revisar los deslindes y tomar acciones que sean pertinentes. Cabe destacar, que ante problemas de acceso o  incumplimientos de las medidas sanitarias, se puede hacer la denuncia en la seremía regional, a través de PlayApp o también en la plataforma https://playas.mbienes.cl/",21908146.0,chile,radiosago,https://www.radiosago.cl/bienes-nacionales-realizo-fiscalizaciones-a-ocupaciones-ilegales-de-terrenos-de-playa-en-ensenada/,Bienes Nacionales realizó fiscalizaciones a ocupaciones ilegales de terrenos de playa en Ensenada,2022-01-13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,2,0.7922,"zona, desarrollo, turismo, productos, información, convenio, vez, evento, ambiente, número","Los equipos del Grupo de Operaciones Especiales (GOPE) de Carabineros, acotaron el área de búsqueda del joven excursionista Héctor Astete, de 25 años, extraviado desde la semana pasada en una zona cordillerana de alta montaña de muy difícil acceso, en la comuna de Cochamó. Así lo dio a conocer el prefecto de Llanquihue, coronel Fernando Fajardo, quien explicó que los equipos de Carabineros, entre los que se cuentan a 7 especialistas del GOPE, están trabajando desde la madrugada del domingo en el área del cerro Arcoiris, sin que hayan sido relevados. Ello les ha permitido tener un conocimiento acabado de la situación y haber acotado la zona en donde presuntamente se encuentra el estudiante universitario. El oficial explicó que el área de búsqueda es una zona de alta montaña de denso bosque, donde predominan quebradas de roca sólida de muy difícil escalada, golpeadas por fuertes vientos cordilleranos que complican la operación de aeronaves y, sobre todo, el vuelo estacionario. Por esta razón, y gracias a las gestiones de la Décima Zona de Carabineros, se sumaron especialistas en Alta Montaña del Ejército a las labores. En paralelo, Carabineros dispuso que dos drones de la Novena Zona La Araucanía sean destinados a las tareas, así lo informó el coronel Fernando Fajardo.  Cabe consignar, que para coordinar las labores, se han establecido dos campamentos, el base en el Retén Cochamó, y otro en el sector El Manzano, distante a unas 5 horas caminando desde esa localidad.",21908149.0,chile,radiosago,https://www.radiosago.cl/carabineros-acota-el-area-de-busqueda-de-excursionista-extraviado-en-cochamo/,Carabineros acota el área de búsqueda de excursionista extraviado en Cochamó,2022-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15,4,0.9288,"personas, años, año, comuna, parte, proceso, enero, comunidad, actividades, través","El Tribunal Oral en Lo Penal de Castro dictó veredicto condenatorio en contra del autor del delito de femicidio, ocurrido en diciembre de 2019 en la isla Caguach, comuna de Quinchao, donde la víctima fue Mónica Mansilla, era una conocida vecina de esa localidad, madre de familia, de 54 años de edad. Se trató del segundo juicio oral respecto de esta causa, ya que en septiembre de 2021, el mismo Tribunal Oral en Lo Penal de Castro absolvió de todos los cargos a este imputado, por lo que la fiscalía y los querellantes presentaron un recurso de nulidad ante la Corte de Apelaciones de Puerto Montt. El tribunal de alzada acogió lo demandado por los recurrentes y anuló el fallo, obligando a realizar un nuevo juicio oral, el que ahora definió la responsabilidad de la muerte de Mónica Mansilla en quien era su pareja en aquel entonces. El juez del Tribunal Oral en Lo Penal de Castro, Rodrigo Alarcón, entregó algunos de los aspectos que se tomaron en cuenta para llegar a este fallo de mayoría.  La fiscal Pamela Salgado, de la Fiscalía Regional de Los Lagos, manifestó su satisfacción por lo resuelto por los jueces y reiteró que el ministerio Público está solicitando al tribunal Presidio Perpetuo Calificado.  El hijo de Mónica Mansilla, Iván Haro, manifestó emocionado que como familia esperan una sentencia ejemplar.  Cabe consignar, que otra alternativa sería que el tribunal pueda otorgar 15 años de cárcel efectiva, lo que se conocerá finalmente el próximo lunes 31 de enero, a las 20 horas, cuando se realice la audiencia de lectura de sentencia, de este emblemático caso de violencia contra la mujer.",21908150.0,chile,radiosago,https://www.radiosago.cl/dictan-veredicto-condenatorio-contra-autor-de-homicidio-de-monica-mansilla-en-chiloe/,Dictan veredicto condenatorio contra autor de homicidio de Monica Mansilla en Chiloé,2022-01-21,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,6,0.857,"casos, virus, ingresos, región, drogas, armas, contagio, curso, personas, misión","La mayor cantidad de nuevos contagios se reportó en Puerto Montt con 48 casos positivos, seguida de Osorno con 35, Ancud con 21, Quellón con 20, Frutillar y Puerto Varas con 13, Calbuco con 11, Castro y Quemchi con 7, Fresia con 6, Río Negro con 5, Chonchi y Puyehue con 4, Cochcamó y San Pablo con 3, Llanquihue, Puerto Octay, Purranque y Chaitén con 2, Curaco de Vélez y Futaleufú con 1, además de 88 casos sin notificar y 4 confirmados en la región de Los Lagos, pero con residencia fuera de esta. Al día de hoy son 761 los casos activos en la región, 330 de ellos en la provincia de Llanquihue, 226 en la provincia de Osorno, 169 en la de Chiloé, 8 en la de Palena y 28 confirmados en Los Lagos, pero con residencia fuera de la región. Hoy no se registraron nuevos fallecimientos por causas asociadas al virus en la región de Los Lagos, por lo que se mantuvo la cifra de víctimas fatales en 1.560 desde el inicio de la pandemia. 84 personas permanecen hospitalizadas en los distintos recintos asistenciales de la región por covid-19, 31 de ellas en la UCI, de las cuales hay 23 conectadas a ventilación mecánica invasiva. Hay 11 camas UCI y 45 ventiladores mecánicos disponibles en la red integrada de salud regional.",21908160.0,chile,radiosago,https://www.radiosago.cl/302-nuevos-contagios-de-covid-19-se-reportaron-este-viernes-en-la-region-de-los-lagos/,302 nuevos contagios de covid-19 se reportaron este viernes en la región de Los Lagos,2022-01-21,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1
17,0,0.7106,"emprendimiento, naturaleza, conservación, canal, diputado, obra, minutos, tramo, agrupación, energía","El diputado por el distrito 26, Alejandro Bernales, ingresó un oficio ante la Contraloría Nacional de la República para que supervise la función del inspector fiscal de la construcción del puente sobre el Canal de Chacao e investigue posibles irregularidades. El parlamentario explicó que «En el último tiempo hemos conocido una serie de problemas en la construcción del puente del canal de Chacao y junto con ello denuncias de gremios del Ministerio de Obras Públicas donde se señalan posibles irregularidades del inspector fiscal de la obra quien no estaría cumpliendo adecuadamente su rol», explicó. Bernales señaló que entre los aspectos que se pide aclarar, se encuentra por ejemplo, la naturaleza del contrato del inspector fiscal. El diputado señaló sobre esto que «habría sido contratado sin concurso público y además designado con residencia en Santiago por lo que recibiría viáticos permanentemente por estar en la región». Además indicó que es necesario saber cuántos días a la semana permanece en la obra. El parlamentario agregó que «Bajo nuestro rol fiscalizador nos preocupa el adecuado uso de los recursos públicos como también el actuar eficiente de personas a cargo de fiscalizar obras de la magnitud del puente del canal de Chacao», acotó el parlamentario por el distrito 26.",21908171.0,chile,radiosago,https://www.radiosago.cl/piden-a-la-contraloria-investigar-labor-de-inspector-fiscal-del-puente-sobre-el-canal-de-chacao/,Piden a la Contraloría investigar labor de inspector fiscal del puente sobre el canal de Chacao,2022-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,4,0.4538,"personas, años, año, comuna, parte, proceso, enero, comunidad, actividades, través","El Grupo URAT de Osorno, se suma a las labores de búsqueda del joven Héctor Astete Ortiz de 25 años, desaparecido durante este fin de semana mientras realizaba trekking en dicha zona precordillerana de la Región de Los Lagos. En estos momentos la unidad se encuentra en el sector de La Junta, en la comuna de Cochamó, prestando apoyo a la unidad GOPE de Carabineros, informando que dentro de este sector no se encontraría señal de teléfono, o una red móvil estable, por ende, los voluntarios se comunican a través de un teléfono satelital. Cabe consignar, que al joven se le perdió el rastro, tras salir a practicar trekking junto a un grupo de amigos en el sector La Junta. De momento la búsqueda es realizada por lugareños, carabineros, voluntarios del cuerpo de bomberos de dicha localidad y ahora se suma el Grupo URAT de Osorno.",21908182.0,chile,radiosago,https://www.radiosago.cl/grupo-especializado-de-rescate-de-osorno-se-suma-a-busqueda-de-joven-desaparecido-en-cochamo/,Grupo especializado de rescate de Osorno se suma a búsqueda de joven desaparecido en Cochamó,2022-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19,4,0.7581,"personas, años, año, comuna, parte, proceso, enero, comunidad, actividades, través","Debiendo hacer uso de sus armas de fuego, Carabineros de la 5ta. Comisaría de Puerto Montt detuvo en horas de la mañana de este martes, a un sujeto que era buscado por la justicia, por el delito de homicidio. Según explicó el mayor Cristian Becerra, jefe de la Quinta Comisaría de Puerto Montt, los hechos ocurrieron cerca de las 7.30 horas de esta mañana cuando personal de Carabineros efectuaba un recorrido por calle Sargento Silva con calle Castro, en el sector alto de la capital regional. En este lugar, Carabineros divisó a un automóvil marca Nissan, color blanco, llantas blancas, vidrios polarizados y sin su patente trasera, el que era buscado por haber participado en otro hecho delictual en horas de la madrugada. Tras un seguimiento al vehículo por la población Antonio Varas, en calle Quilen, tres sujetos descendieron del automóvil huyendo a pie hacia un cerro cercano, portando armas de fuego en sus manos. En los momentos en que uno de los sujetos giró para disparar en contra del personal policial, Carabineros debió hacer uso de sus armas, disparando en contra de los individuos, los que huyeron. No se registraron heridos ni daños. El personal uniformado persiguió a los individuos por las calles del sector, encontrando a uno de ellos, quien se había escondido bajo un carro de arrastre en calle Chilca. El detenido, de 29 años de edad, registra un amplio prontuario delictual y tiene una orden de detención vigente emanada el 27 de diciembre de 2021, desde el Juzgado de Garantía de Osorno, por el delito de homicidio frustrado.",21908186.0,chile,radiosago,https://www.radiosago.cl/detienen-en-puerto-montt-a-sujeto-que-era-buscado-por-homicidio-frustrado-en-osorno/,Detienen en Puerto Montt a sujeto que era buscado por homicidio frustrado en Osorno,2022-01-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,6,0.852,"casos, virus, ingresos, región, drogas, armas, contagio, curso, personas, misión","La mayor cantidad de nuevos contagios se reportó en Puerto Montt con 30 casos positivos, seguida de Osorno con 28, Puerto Varas con 18, Quellón con 15, Castro con 8, Frutillar con 6, Maullín y Ancud con 3, Calbuco, Quemchi, Hualaihué y Palena con 2, Fresia, Llanquihue, Puqueldón, Purranque, Puyehue, Río Negro y Chaitén con 1, además de 25 casos sin notificar y 1 confirmado en la región de Los Lagos, pero con residencia fuera de esta. Al día de hoy son 947 los casos activos en la región, 423 de ellos en la provincia de Llanquihue, 297 en la provincia de Osorno, 183 en la de Chiloé, 11 en la de Palena y 33 confirmados en Los Lagos, pero con residencia fuera de la región. Hoy no se registraron nuevos fallecimientos por causas asociadas al virus en la región de Los Lagos, por lo que se mantuvo la cifra de víctimas fatales en 1.557 desde el inicio de la pandemia. 95 personas permanecen hospitalizadas en los distintos recintos asistenciales de la región por covid-19, 29 de ellas en la UCI, de las cuales hay 25 conectadas a ventilación mecánica invasiva. Hay 7 camas UCI y 41 ventiladores mecánicos disponibles en la red integrada de salud regional.",21908202.0,chile,radiosago,https://www.radiosago.cl/154-nuevos-contagios-de-covid-19-se-reportaron-este-miercoles-en-la-region-de-los-lagos/,154 nuevos contagios de covid-19 se reportaron este miércoles en la región de Los Lagos,2022-01-19,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1
21,6,0.851,"casos, virus, ingresos, región, drogas, armas, contagio, curso, personas, misión","Así lo confirmó la autoridad sanitaria detallando que 47 de los contagios se reportaron en Puerto Montt, 41 en Osorno, 21 en Puerto Varas y Castro, 20 en Ancud, 14 en Chonchi, 13 en Frutillar, 10 en Quellón, 9 en Calbuco, 8 en San Pablo 7 en Fresia, Puyehue y Chaitén, 5 en Maullín y Puerto Octay, 4 en Llanquihue, 3 en Los Muermos, 2 en Quemchi, Quinchao, Futaleufú y Hualaihué, 1 en Cochamó, Curaco de Vélez, Dalcahue, Purranque, Río Negro y San Juan de la Costa, además de 122 casos sin notificar y 9 confirmados en la región, pero con residencia fuera de esta. Al día de hoy son 924 los casos activos, 377 en la provincia de Llanquihue, 216 en la de Chiloé, 285 en la de Osorno, 18 en la de Palena y 28 casos confirmados en la región de Los Lagos, pero con residencia en otras regiones. Durante esta jornada se registró el fallecimiento de dos personas, una con residencia en Osorno y otra en Fresia, elevando la cifra de víctimas fatales por causas asociadas al virus a 1.562 a nivel regional desde el inicio de la pandemia. 85 personas permanecen hospitalizadas por COVID 19 en los distintos recintos asistenciales de la región, 29 de ellas en la UCI, de las cuales hay 23 que están conectadas a ventilación mecánica. Hay 15 camas UCI y 46 ventiladores mecánicos disponibles en la red integrada de salud regional.",21908203.0,chile,radiosago,https://www.radiosago.cl/387-contagios-y-2-fallecidos-dejo-el-covid-19-este-sabado-en-la-region-de-los-lagos/,387 contagios y 2 fallecidos dejó el covid-19 este sábado en la región de Los Lagos,2022-01-22,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,4,0.3406,"personas, años, año, comuna, parte, proceso, enero, comunidad, actividades, través","En conversación con Radio Sago, la Directora de “Mejor Niñez” en la Región de Los Lagos, Paulina Concha, se refirió a los últimos hechos ocurridos en la comuna de Puerto Varas y que pusieron al servicio en la agenda noticiosa en los últimos días. En ese marco, la titular de dicho servicio explicó que aunque su instalación ha sido gradual, el nivel de instalación para reemplazar al SENAME en la tarea de protección de los menores, está muy avanzada en muchos aspectos.  Paulina Concha precisó que el servicio solo trabaja con menores que tienen una medida de protección y que dada la magnitud de la vulneración deben ingresar a una residencia; la otra alternativa es una familia de acogida, siendo esta última alternativa donde pondrán el acento para propiciar el trabajo con familias de acogida. No obstante, la titular de “Mejor Niñez” en la Región de Los Lagos, reconoció que el sistema proteccional de infancia no da abasto.  En esa misma línea, Paulina Concha, indicó que no se va a poder cambiar la realidad de los menores solo con un servicio, puntualizando que la labor de “Mejor Niñez” se centra en coordinar y gestionar, pero no dispone de centros terapeúticos u hospitales, porque escapa de su competencia.  La directora regional del servicio explicó que los menores no están cumpliendo una condena, sino que están bajo protección en una residencia, que no tiene candados, no tiene barrotes, sino que es un espacio donde se realiza un trabajo de apego, considerando que los menores tienen trastornos de conducta y  consumo problemático de sustancias, por lo que hay ocasiones en que los jóvenes hacen abandono de las residencias. Pese a ello, Paulina Concha aseguró que en “Mejor Niñez”, se encuentran trabajando con sentido de urgencia en cuanto a la protección de los menores, aún cuando reconoce “la mochila es grande”.",21908204.0,chile,radiosago,https://www.radiosago.cl/directora-de-mejor-ninez-los-lagos-la-red-proteccional-de-infancia-no-da-abasto-2/,Directora de «Mejor Niñez» Los Lagos: La red proteccional de infancia no da abasto,2022-01-18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,4,0.951,"personas, años, año, comuna, parte, proceso, enero, comunidad, actividades, través","La Fiscalía Local de Valdivia acreditó en un juicio oral la responsabilidad de dos hombres y dos mujeres en el homicidio calificado bajo promesa remuneratoria cometido con premeditación, alevosía y ensañamiento contra Eroditha Helena Bustos Sánchez, quien tenía 20 años de edad al momento de su muerte, en abril de 2020. El veredicto condenatorio en contra de los cuatro acusados fue dictado esta mañana por el Tribunal de Juicio Oral en lo Penal de Valdivia, luego de recibir la prueba presentada en el juicio por el fiscal Jaime Calfil y por los abogados defensores de los acusados, que consistió en las declaraciones de 56 testigos y 17 peritos, además de prueba documental y otros medios de prueba. El vocero de la Fiscalía Regional de Los Ríos, Eric Aguayo, explicó que “con la prueba rendida durante las dos semanas de juicio oral, la Fiscalía acreditó que los cuatro acusados tuvieron participación como autores en el homicidio calificado de Helena Bustos, delito que cometieron en abril del año 2020 en un  contexto de sicariato. El tribunal ha fijado para la próxima semana la audiencia en la que se comunicará la sentencia que deberán cumplir los condenados. La Fiscalía ha solicitado que a los 4 se les aplique la máxima pena que contempla nuestro Código Penal, esto es, el presidio perpetuo calificado”. La audiencia de lectura de la sentencia fue fijada por el tribunal para el lunes 31 de enero de enero, a las 13:00 horas. Durante el juicio oral, la Fiscalía acreditó que las acusadas Cecilia Mimica Pino (69) y su hija Maggi Filgueira Mimica (52) contactaron a los acusados Fernando Quevedo Gajardo (20) y Matías Pereira Troncoso (21) con el propósito de encargarles el homicidio de Helena Bustos, ofreciendo el pago de una suma de dinero. Para ello y previamente concertados, se asignaron roles. Las acusadas proporcionaron los medios a los otros dos acusados: arrendaron un vehículo en el que sería trasladada la víctima, eligieron el lugar para darle muerte, entregaron un celular para contactarse y un cuchillo. El crimen fue perpetrado durante la tarde del 28 de abril, cuando los hombres acusados pasaron a buscar a la víctima y mediante engaño la trasladaron en el vehículo arrendado hasta un sector aislado ubicado en el sector Quitacalzón. En este lugar concretaron el plan previamente acordado, y actuando sobre seguro, le propinaron con un cuchillo a la víctima 21 puñaladas en distintas partes del cuerpo, las que en su conjunto le causaron la muerte. Luego, la arrastraron y depositaron en el río Calle Calle, en el mismo lugar donde fue encontrada por un lugareño el  21 de mayo del año 2020. Mientras ello ocurría, y con  la finalidad de verificar la ejecución exitosa de plan homicida,  las mujeres acusadas se trasladaron al lugar en otro vehículo para esperar la llegada de la víctima y presenciaron todas las acciones desplegadas por los otros dos acusados, retirándose posteriormente del lugar todos juntos. En la investigación de esta causa, la Fiscalía trabajó en conjunto con la Brigada de Homicidios de la PDI y del Laboratorio de Criminalística de Carabineros (Labocar). Fuente: diariodevaldivia.cl",21908205.0,chile,radiosago,https://www.radiosago.cl/homicidio-calificado-de-helena-justicia-condeno-a-los-4-acusados/,Homicidio calificado de Helena: Justicia condenó a los 4 acusados,2022-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,0.4808,"zona, desarrollo, turismo, productos, información, convenio, vez, evento, ambiente, número","Utilizando drones y coordinando más equipos, así se desarrolla la búsqueda del joven oriundo de Carahue, Héctor Astete Ortiz de 25 años, quien cumple más de una semana desaparecido en el cerro arcoíris, en el valle de Cochamó. Durante estos días han sido diferentes unidades especializadas tanto del Ejército, como de Carabineros, Bomberos y organizaciones que han llegado hasta este punto de la comuna de Cochamó. En ese marco, el Alcalde de Carahue, Alejandro Sáez, llegó junto a un equipo municipal, quienes han coordinado la llegada de drones de alta tecnología, que han sido gestionados junto a la Alcaldesa de Las Condes, así lo informó el edil.  La coordinación se está realizando a través de la ONEMI de Los Lagos, ente que se encuentra siendo parte del nexo entre las operaciones, que son lideradas por el Grupo de Operaciones policiales Especiales, GOPE de Carabineros y el resto de instituciones que están apoyando la búsqueda. El Director subrogante de ONEMI Los Lagos, Cristian González, manifestó la voluntad de los distintos organismos de seguir apoyando la búsqueda.  En ese contexto, la labores se han sido muy complejas debido a la condición del terreno y las actuales condiciones climáticas que fueron pronosticadas para este fin de semana en la precordillera de la región Los Lagos.",21908211.0,chile,radiosago,https://www.radiosago.cl/suman-equipos-a-busqueda-de-joven-extraviado-en-cochamo/,Suman más equipos a búsqueda de joven extraviado en Cochamó,2022-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
